Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Import Grand-Est;Import Auvergne-Rhône-Alpes;Import Nouvelle-Aquitaine;Import Bourgogne-Franche-Comté;Import Bretagne;Import Centre-Val de Loire;Import Ile-de-France;Import Occitanie;Import Hauts-de-France;Import Normandie;Import Pays-de-la-Loire;Import PACA;Import Espagne;Import Suisse;Import Royaume-Uni;Import Italie;Import Allemagne;Import Belgique;Import Luxembourg;Export Grand-Est;Export Auvergne-Rhône-Alpes;Export Nouvelle-Aquitaine;Export Bourgogne-Franche-Comté;Export Bretagne;Export Centre-Val de Loire;Export Ile-de-France;Export Occitanie;Export Hauts-de-France;Export Normandie;Export Pays-de-la-Loire;Export PACA;Export Espagne;Export Suisse;Export Royaume-Uni;Export Italie;Export Allemagne;Export Belgique;Export Luxembourg;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 64
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;01:15;2020-05-14T01:15:00+02:00;3381;568;;10;0;2094;-51;104;656;-;43;-;;-;-;;1445;-;-;-;-;-;;-;0;;;;-;-368;-;;-;-;;-295;;-;-;-;-;;-;-168;;;;16.8;17.17;;;0.3;20.83;0.0;0.0;61.93;64.06;3.08;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;01:30;2020-05-14T01:30:00+02:00;3325;532;;9;0;2083;-51;104;648;-;51;-;;-;-;;1418;-;-;-;-;-;;-;0;;;;-;-356;-;;-;-;;-302;;-;-;-;-;;-;-163;;;;16.0;16.08;;;0.27;18.75;0.0;0.0;62.65;63.72;3.13;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;03:15;2020-05-14T03:15:00+02:00;3077;567;;8;0;2061;-51;105;387;-;43;-;;-;-;;1271;-;-;-;-;-;;-;0;;;;-;-450;-;;-;-;;-305;;-;-;-;-;;-;-172;;;;18.43;17.14;;;0.26;16.67;0.0;0.0;66.98;63.05;3.41;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;04:00;2020-05-14T04:00:00+02:00;2964;541;;7;0;2018;-51;108;341;-;35;-;;-;-;;1256;-;-;-;-;-;;-;0;;;;-;-459;-;;-;-;;-302;;-;-;-;-;;-;-190;;;;18.25;16.35;;;0.24;14.58;0.0;0.0;68.08;61.73;3.64;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;04:30;2020-05-14T04:30:00+02:00;2903;542;;6;0;2031;-50;109;265;-;28;-;;-;-;;1207;-;-;-;-;-;;-;0;;;;-;-469;-;;-;-;;-306;;-;-;-;-;;-;-195;;;;18.67;16.38;;;0.21;12.5;0.0;0.0;69.96;62.13;3.75;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;05:00;2020-05-14T05:00:00+02:00;2882;535;;5;0;2015;-50;109;268;-;31;-;;-;-;;1174;-;-;-;-;-;;-;0;;;;-;-459;-;;-;-;;-305;;-;-;-;-;;-;-171;;;;18.56;16.17;;;0.17;10.42;0.0;0.0;69.92;61.64;3.78;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;06:00;2020-05-14T06:00:00+02:00;2942;572;;5;0;2103;-50;108;204;-;35;-;;-;-;;1135;-;-;-;-;-;;-;0;;;;-;-500;-;;-;-;;-307;;-;-;-;-;;-;-159;;;;19.44;17.29;;;0.17;10.42;0.0;0.0;71.48;64.33;3.67;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;06:15;2020-05-14T06:15:00+02:00;2987;553;;4;28;2068;0;112;222;-;35;-;;-;-;;1105;-;-;-;-;-;;-;0;;;;-;-482;-;;-;-;;-295;;-;-;-;-;;-;-142;;;;18.51;16.72;;;0.13;8.33;0.94;2.06;69.23;63.26;3.75;38.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;08:15;2020-05-14T08:15:00+02:00;3447;559;;5;204;2141;0;105;431;-;49;-;;-;-;;1258;-;-;-;-;-;;-;0;;;;-;-397;-;;-;-;;-306;;-;-;-;-;;-;-173;;;;16.22;16.9;;;0.15;10.42;5.92;14.99;62.11;65.49;3.05;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;10:30;2020-05-14T10:30:00+02:00;3710;499;;4;600;2021;0;105;480;-;39;-;;-;-;;1286;-;-;-;-;-;;-;0;;;;-;-386;-;;-;-;;-309;;-;-;-;-;;-;-150;;;;13.45;15.08;;;0.11;8.33;16.17;44.09;54.47;61.82;2.83;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;11:00;2020-05-14T11:00:00+02:00;3691;507;;5;600;1973;0;105;501;-;36;-;;-;-;;1353;-;-;-;-;-;;-;0;;;;-;-396;-;;-;-;;-306;;-;-;-;-;;-;-187;;;;13.74;15.33;;;0.14;10.42;16.26;44.09;53.45;60.35;2.84;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;11:15;2020-05-14T11:15:00+02:00;3750;550;;4;690;1907;0;105;494;-;31;-;;-;-;;1346;-;-;-;-;-;;-;0;;;;-;-385;-;;-;-;;-307;;-;-;-;-;;-;-191;;;;14.67;16.63;;;0.11;8.33;18.4;50.7;50.85;58.34;2.8;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;11:30;2020-05-14T11:30:00+02:00;3707;546;;5;668;1855;0;103;530;-;31;-;;-;-;;1354;-;-;-;-;-;;-;0;;;;-;-364;-;;-;-;;-307;;-;-;-;-;;-;-185;;;;14.73;16.51;;;0.13;10.42;18.02;49.08;50.04;56.75;2.78;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;13:45;2020-05-14T13:45:00+02:00;3909;325;;6;853;1959;0;105;662;-;34;-;;-;-;;1549;-;-;-;-;-;;-;0;;;;-;-460;-;;-;-;;-286;;-;-;-;-;;-;-176;;;;8.31;9.82;;;0.15;12.5;21.82;62.67;50.12;59.93;2.69;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;14:15;2020-05-14T14:15:00+02:00;3878;224;;5;729;1978;0;105;837;-;59;-;;-;-;;1628;-;-;-;-;-;;-;0;;;;-;-395;-;;-;-;;-287;;-;-;-;-;;-;-167;;;;5.78;6.77;;;0.13;10.42;18.8;53.56;51.01;60.51;2.71;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;16:15;2020-05-14T16:15:00+02:00;3683;99;;7;389;1966;-51;86;1186;-;61;-;;-;-;;1957;-;-;-;-;-;;-;0;;;;-;-371;-;;-;-;;-284;;-;-;-;-;;-;-177;;;;2.69;2.99;;;0.19;14.58;10.56;28.58;53.38;60.14;2.34;29.35;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;18:00;2020-05-14T18:00:00+02:00;3602;99;;9;156;1975;-51;94;1321;-;82;-;;-;-;;2029;-;-;-;-;-;;-;0;;;;-;-314;-;;-;-;;-292;;-;-;-;-;;-;-185;;;;2.75;2.99;;;0.25;18.75;4.33;11.46;54.83;60.42;2.61;32.08;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;18:30;2020-05-14T18:30:00+02:00;3637;99;;8;84;2042;0;96;1309;-;89;-;;-;-;;1995;-;-;-;-;-;;-;0;;;;-;-291;-;;-;-;;-292;;-;-;-;-;;-;-192;;;;2.72;2.99;;;0.22;16.67;2.31;6.17;56.15;62.47;2.64;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;18:45;2020-05-14T18:45:00+02:00;3727;99;;7;85;2172;0;97;1267;-;83;-;;-;-;;2034;-;-;-;-;-;;-;0;;;;-;-390;-;;-;-;;-288;;-;-;-;-;;-;-172;;;;2.66;2.99;;;0.19;14.58;2.28;6.25;58.28;66.44;2.6;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;19:30;2020-05-14T19:30:00+02:00;3877;99;;6;41;2239;0;97;1394;-;104;-;;-;-;;2057;-;-;-;-;-;;-;0;;;;-;-279;-;;-;-;;-288;;-;-;-;-;;-;-199;;;;2.55;2.99;;;0.15;12.5;1.06;3.01;57.75;68.49;2.5;33.11;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;20:15;2020-05-14T20:15:00+02:00;3823;99;;5;26;2295;0;99;1299;-;91;-;;-;-;;1965;-;-;-;-;-;;-;0;;;;-;-286;-;;-;-;;-292;;-;-;-;-;;-;-180;;;;2.59;2.99;;;0.13;10.42;0.68;1.91;60.03;70.2;2.59;33.79;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;21:00;2020-05-14T21:00:00+02:00;3593;100;;5;14;2284;0;100;1090;-;76;-;;-;-;;1809;-;-;-;-;-;;-;0;;;;-;-322;-;;-;-;;-288;;-;-;-;-;;-;-186;;;;2.78;3.02;;;0.14;10.42;0.39;1.03;63.57;69.87;2.78;34.13;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;21:45;2020-05-14T21:45:00+02:00;3454;99;;7;10;2272;0;96;971;-;78;-;;-;-;;1693;-;-;-;-;-;;-;0;;;;-;-328;-;;-;-;;-288;;-;-;-;-;;-;-183;;;;2.87;2.99;;;0.2;14.58;0.29;0.73;65.78;69.5;2.78;32.76;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;22:15;2020-05-14T22:15:00+02:00;3501;99;;9;0;2207;0;103;1085;-;73;-;;-;-;;1794;-;-;-;-;-;;-;0;;;;-;-318;-;;-;-;;-288;;-;-;-;-;;-;-176;;;;2.83;2.99;;;0.26;18.75;0.0;0.0;63.04;67.51;2.94;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;22:30;2020-05-14T22:30:00+02:00;3416;99;;7;0;2173;0;108;1028;-;66;-;;-;-;;1658;-;-;-;-;-;;-;0;;;;-;-241;-;;-;-;;-285;;-;-;-;-;;-;-170;;;;2.9;2.99;;;0.2;14.58;0.0;0.0;63.61;66.47;3.16;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-14;22:45;2020-05-14T22:45:00+02:00;3457;99;;8;0;2252;0;105;994;-;43;-;;-;-;;1586;-;-;-;-;-;;-;0;;;;-;-234;-;;-;-;;-230;;-;-;-;-;;-;-170;;;;2.86;2.99;;;0.23;16.67;0.0;0.0;65.14;68.89;3.04;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;00:30;2020-05-15T00:30:00+02:00;3494;99;;13;0;2091;0;104;1187;-;68;-;;-;-;;1811;-;-;-;-;-;;-;0;;;;-;-239;-;;-;-;;-281;;-;-;-;-;;-;-170;;;;2.83;2.99;;;0.37;27.08;0.0;0.0;59.85;63.96;2.98;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;02:00;2020-05-15T02:00:00+02:00;3350;100;;15;0;1987;0;102;1146;-;64;-;;-;-;;1832;-;-;-;-;-;;-;0;;;;-;-299;-;;-;-;;-271;;-;-;-;-;;-;-180;;;;2.99;3.02;;;0.45;31.25;0.0;0.0;59.31;60.78;3.04;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;02:15;2020-05-15T02:15:00+02:00;3550;99;;14;0;1980;0;101;1355;-;85;-;;-;-;;1990;-;-;-;-;-;;-;0;;;;-;-289;-;;-;-;;-262;;-;-;-;-;;-;-169;;;;2.79;2.99;;;0.39;29.17;0.0;0.0;55.77;60.57;2.85;34.47;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;03:00;2020-05-15T03:00:00+02:00;3241;99;;13;0;1913;0;106;1110;-;65;-;;-;-;;1843;-;-;-;-;-;;-;0;;;;-;-350;-;;-;-;;-270;;-;-;-;-;;-;-178;;;;3.05;2.99;;;0.4;27.08;0.0;0.0;59.02;58.52;3.27;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;04:30;2020-05-15T04:30:00+02:00;2951;100;;9;0;1817;0;108;917;-;46;-;;-;-;;1709;-;-;-;-;-;;-;0;;;;-;-387;-;;-;-;;-264;;-;-;-;-;;-;-187;;;;3.39;3.02;;;0.3;18.75;0.0;0.0;61.57;55.58;3.66;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;06:00;2020-05-15T06:00:00+02:00;3044;99;;9;0;1808;0;109;1019;-;58;-;;-;-;;1759;-;-;-;-;-;;-;0;;;;-;-356;-;;-;-;;-272;;-;-;-;-;;-;-171;;;;3.25;2.99;;;0.3;18.75;0.0;0.0;59.4;55.31;3.58;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;06:15;2020-05-15T06:15:00+02:00;3004;100;;9;12;1862;0;108;914;-;59;-;;-;-;;1696;-;-;-;-;-;;-;0;;;;-;-363;-;;-;-;;-279;;-;-;-;-;;-;-199;;;;3.33;3.02;;;0.3;18.75;0.4;0.88;61.98;56.96;3.6;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;06:45;2020-05-15T06:45:00+02:00;3105;100;;10;27;1933;0;109;926;-;62;-;;-;-;;1625;-;-;-;-;-;;-;0;;;;-;-296;-;;-;-;;-277;;-;-;-;-;;-;-188;;;;3.22;3.02;;;0.32;20.83;0.87;1.98;62.25;59.13;3.51;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;07:00;2020-05-15T07:00:00+02:00;3242;99;;10;47;1942;0;109;1034;-;66;-;;-;-;;1675;-;-;-;-;-;;-;0;;;;-;-269;-;;-;-;;-274;;-;-;-;-;;-;-164;;;;3.05;2.99;;;0.31;20.83;1.45;3.45;59.9;59.41;3.36;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;07:30;2020-05-15T07:30:00+02:00;3235;100;;10;79;2106;0;103;836;-;51;-;;-;-;;1533;-;-;-;-;-;;-;0;;;;-;-291;-;;-;-;;-265;;-;-;-;-;;-;-192;;;;3.09;3.02;;;0.31;20.83;2.44;5.8;65.1;64.42;3.18;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;08:30;2020-05-15T08:30:00+02:00;3526;99;;13;244;2053;0;107;1010;-;58;-;;-;-;;1708;-;-;-;-;-;;-;0;;;;-;-334;-;;-;-;;-257;;-;-;-;-;;-;-165;;;;2.81;2.99;;;0.37;27.08;6.92;17.93;58.22;62.8;3.03;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;09:00;2020-05-15T09:00:00+02:00;3588;100;;16;319;2187;0;108;859;-;67;-;;-;-;;1634;-;-;-;-;-;;-;0;;;;-;-390;-;;-;-;;-284;;-;-;-;-;;-;-168;;;;2.79;3.02;;;0.45;33.33;8.89;23.44;60.95;66.9;3.01;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;09:15;2020-05-15T09:15:00+02:00;3679;99;;15;368;2239;0;106;851;-;65;-;;-;-;;1635;-;-;-;-;-;;-;0;;;;-;-385;-;;-;-;;-286;;-;-;-;-;;-;-177;;;;2.69;2.99;;;0.41;31.25;10.0;27.04;60.86;68.49;2.88;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;09:30;2020-05-15T09:30:00+02:00;3668;100;;16;432;2198;0;108;815;-;59;-;;-;-;;1623;-;-;-;-;-;;-;0;;;;-;-392;-;;-;-;;-291;;-;-;-;-;;-;-183;;;;2.73;3.02;;;0.44;33.33;11.78;31.74;59.92;67.24;2.94;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;11:00;2020-05-15T11:00:00+02:00;3737;100;;21;683;2143;0;105;686;-;40;-;;-;-;;1563;-;-;-;-;-;;-;0;;;;-;-448;-;;-;-;;-299;;-;-;-;-;;-;-171;;;;2.68;3.02;;;0.56;43.75;18.28;50.18;57.35;65.56;2.81;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;11:45;2020-05-15T11:45:00+02:00;3796;100;;20;747;2196;0;108;624;-;30;-;;-;-;;1565;-;-;-;-;-;;-;0;;;;-;-467;-;;-;-;;-299;;-;-;-;-;;-;-204;;;;2.63;3.02;;;0.53;41.67;19.68;54.89;57.85;67.18;2.85;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;13:45;2020-05-15T13:45:00+02:00;3858;100;;18;875;1970;0;107;788;-;27;-;;-;-;;1594;-;-;-;-;-;;-;0;;;;-;-319;-;;-;-;;-311;;-;-;-;-;;-;-203;;;;2.59;3.02;;;0.47;37.5;22.68;64.29;51.06;60.26;2.77;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;14:30;2020-05-15T14:30:00+02:00;3854;99;;17;825;1935;0;111;868;-;38;-;;-;-;;1637;-;-;-;-;-;;-;0;;;;-;-292;-;;-;-;;-312;;-;-;-;-;;-;-204;;;;2.57;2.99;;;0.44;35.42;21.41;60.62;50.21;59.19;2.88;37.88;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;17:15;2020-05-15T17:15:00+02:00;3468;99;;13;521;1814;-51;107;966;-;31;-;;-;-;;1674;-;-;-;-;-;;-;0;;;;-;-260;-;;-;-;;-295;;-;-;-;-;;-;-183;;;;2.85;2.99;;;0.37;27.08;15.02;38.28;52.31;55.49;3.09;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;17:30;2020-05-15T17:30:00+02:00;3391;99;;14;454;1832;-50;109;933;-;31;-;;-;-;;1641;-;-;-;-;-;;-;0;;;;-;-247;-;;-;-;;-295;;-;-;-;-;;-;-197;;;;2.92;2.99;;;0.41;29.17;13.39;33.36;54.03;56.04;3.21;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;18:30;2020-05-15T18:30:00+02:00;3492;98;;11;299;2140;0;109;834;-;41;-;;-;-;;1663;-;-;-;-;-;;-;0;;;;-;-403;-;;-;-;;-293;;-;-;-;-;;-;-175;;;;2.81;2.96;;;0.32;22.92;8.56;21.97;61.28;65.46;3.12;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;21:00;2020-05-15T21:00:00+02:00;3488;99;;12;14;2345;0;104;913;-;70;-;;-;-;;1699;-;-;-;-;-;;-;0;;;;-;-397;-;;-;-;;-295;;-;-;-;-;;-;-163;;;;2.84;2.99;;;0.34;25.0;0.4;1.03;67.23;71.73;2.98;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;22:15;2020-05-15T22:15:00+02:00;3404;99;;13;0;2255;0;105;932;-;74;-;;-;-;;1712;-;-;-;-;-;;-;0;;;;-;-385;-;;-;-;;-290;;-;-;-;-;;-;-180;;;;2.91;2.99;;;0.38;27.08;0.0;0.0;66.25;68.98;3.08;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-15;23:00;2020-05-15T23:00:00+02:00;3673;99;;13;0;2321;0;103;1137;-;87;-;;-;-;;1922;-;-;-;-;-;;-;0;;;;-;-398;-;;-;-;;-284;;-;-;-;-;;-;-189;;;;2.7;2.99;;;0.35;27.08;0.0;0.0;63.19;71.0;2.8;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;00:00;2020-05-16T00:00:00+02:00;3725;99;;14;0;2310;0;108;1194;-;92;-;;-;-;;2024;-;-;-;-;-;;-;0;;;;-;-432;-;;-;-;;-296;;-;-;-;-;;-;-194;;;;2.66;2.99;;;0.38;29.17;0.0;0.0;62.01;70.66;2.9;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;00:30;2020-05-16T00:30:00+02:00;3478;130;;14;0;2294;0;104;937;-;80;-;;-;-;;1800;-;-;-;-;-;;-;0;;;;-;-476;-;;-;-;;-292;;-;-;-;-;;-;-176;;;;3.74;3.93;;;0.4;29.17;0.0;0.0;65.96;70.17;2.99;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;02:45;2020-05-16T02:45:00+02:00;3162;130;;11;0;2203;0;104;714;-;73;-;;-;-;;1663;-;-;-;-;-;;-;0;;;;-;-531;-;;-;-;;-294;;-;-;-;-;;-;-197;;;;4.11;3.93;;;0.35;22.92;0.0;0.0;69.67;67.39;3.29;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;03:30;2020-05-16T03:30:00+02:00;2954;130;;12;0;2220;0;102;490;-;56;-;;-;-;;1494;-;-;-;-;-;;-;0;;;;-;-610;-;;-;-;;-292;;-;-;-;-;;-;-158;;;;4.4;3.93;;;0.41;25.0;0.0;0.0;75.15;67.91;3.45;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;04:30;2020-05-16T04:30:00+02:00;2854;130;;11;0;2121;0;112;481;-;43;-;;-;-;;1469;-;-;-;-;-;;-;0;;;;-;-584;-;;-;-;;-291;;-;-;-;-;;-;-157;;;;4.56;3.93;;;0.39;22.92;0.0;0.0;74.32;64.88;3.92;38.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;05:00;2020-05-16T05:00:00+02:00;2767;131;;11;0;2141;-51;103;432;-;42;-;;-;-;;1435;-;-;-;-;-;;-;0;;;;-;-583;-;;-;-;;-295;;-;-;-;-;;-;-167;;;;4.73;3.96;;;0.4;22.92;0.0;0.0;77.38;65.49;3.72;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;05:30;2020-05-16T05:30:00+02:00;2811;131;;11;0;2131;-51;109;482;-;51;-;;-;-;;1461;-;-;-;-;-;;-;0;;;;-;-558;-;;-;-;;-300;;-;-;-;-;;-;-171;;;;4.66;3.96;;;0.39;22.92;0.0;0.0;75.81;65.19;3.88;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;06:00;2020-05-16T06:00:00+02:00;2777;130;;9;0;2146;-51;108;435;-;48;-;;-;-;;1428;-;-;-;-;-;;-;0;;;;-;-563;-;;-;-;;-301;;-;-;-;-;;-;-177;;;;4.68;3.93;;;0.32;18.75;0.0;0.0;77.28;65.65;3.89;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;08:15;2020-05-16T08:15:00+02:00;2954;117;;6;216;2050;0;107;457;-;40;-;;-;-;;1487;-;-;-;-;-;;-;0;;;;-;-582;-;;-;-;;-299;;-;-;-;-;;-;-189;;;;3.96;3.54;;;0.2;12.5;7.31;15.87;69.4;62.71;3.62;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;10:00;2020-05-16T10:00:00+02:00;3398;118;;9;501;2069;-50;108;643;-;55;-;;-;-;;1626;-;-;-;-;-;;-;0;;;;-;-569;-;;-;-;;-298;;-;-;-;-;;-;-172;;;;3.47;3.57;;;0.26;18.75;14.74;36.81;60.89;63.29;3.18;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;11:45;2020-05-16T11:45:00+02:00;3630;117;;5;640;1985;0;105;777;-;90;-;;-;-;;1692;-;-;-;-;-;;-;0;;;;-;-543;-;;-;-;;-301;;-;-;-;-;;-;-161;;;;3.22;3.54;;;0.14;10.42;17.63;47.02;54.68;60.72;2.89;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;12:00;2020-05-16T12:00:00+02:00;3661;118;;5;631;2008;0;105;793;-;90;-;;-;-;;1697;-;-;-;-;-;;-;0;;;;-;-518;-;;-;-;;-318;;-;-;-;-;;-;-158;;;;3.22;3.57;;;0.14;10.42;17.24;46.36;54.85;61.43;2.87;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;12:15;2020-05-16T12:15:00+02:00;3774;117;;5;681;1991;0;106;875;-;92;-;;-;-;;1736;-;-;-;-;-;;-;0;;;;-;-458;-;;-;-;;-316;;-;-;-;-;;-;-179;;;;3.1;3.54;;;0.13;10.42;18.04;50.04;52.76;60.91;2.81;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;13:00;2020-05-16T13:00:00+02:00;3880;116;;6;827;2008;0;108;814;-;101;-;;-;-;;1578;-;-;-;-;-;;-;0;;;;-;-416;-;;-;-;;-313;;-;-;-;-;;-;-136;;;;2.99;3.51;;;0.15;12.5;21.31;60.76;51.75;61.43;2.78;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;13:15;2020-05-16T13:15:00+02:00;3858;118;;5;728;2018;0;106;883;-;95;-;;-;-;;1635;-;-;-;-;-;;-;0;;;;-;-373;-;;-;-;;-314;;-;-;-;-;;-;-160;;;;3.06;3.57;;;0.13;10.42;18.87;53.49;52.31;61.73;2.75;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;13:30;2020-05-16T13:30:00+02:00;3734;118;;6;651;2021;0;103;836;-;93;-;;-;-;;1653;-;-;-;-;-;;-;0;;;;-;-424;-;;-;-;;-305;;-;-;-;-;;-;-181;;;;3.16;3.57;;;0.16;12.5;17.43;47.83;54.12;61.82;2.76;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;14:00;2020-05-16T14:00:00+02:00;3675;118;;5;634;1986;-50;110;871;-;87;-;;-;-;;1714;-;-;-;-;-;;-;0;;;;-;-421;-;;-;-;;-311;;-;-;-;-;;-;-197;;;;3.21;3.57;;;0.14;10.42;17.25;46.58;54.04;60.75;2.99;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;16:00;2020-05-16T16:00:00+02:00;3425;117;;6;477;1950;-50;111;814;-;81;-;;-;-;;1689;-;-;-;-;-;;-;0;;;;-;-466;-;;-;-;;-292;;-;-;-;-;;-;-198;;;;3.42;3.54;;;0.18;12.5;13.93;35.05;56.93;59.65;3.24;37.88;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;18:30;2020-05-16T18:30:00+02:00;3458;130;;9;104;2324;0;109;783;-;91;-;;-;-;;1769;-;-;-;-;-;;-;0;;;;-;-607;-;;-;-;;-299;;-;-;-;-;;-;-171;;;;3.76;3.93;;;0.26;18.75;3.01;7.64;67.21;71.09;3.15;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;22:00;2020-05-16T22:00:00+02:00;3310;131;;4;9;2181;0;103;882;-;91;-;;-;-;;1641;-;-;-;-;-;;-;0;;;;-;-393;-;;-;-;;-291;;-;-;-;-;;-;-166;;;;3.96;3.96;;;0.12;8.33;0.27;0.66;65.89;66.72;3.11;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;22:30;2020-05-16T22:30:00+02:00;3310;130;;5;0;2084;0;103;988;-;88;-;;-;-;;1643;-;-;-;-;-;;-;0;;;;-;-293;-;;-;-;;-303;;-;-;-;-;;-;-148;;;;3.93;3.93;;;0.15;10.42;0.0;0.0;62.96;63.75;3.11;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-16;23:00;2020-05-16T23:00:00+02:00;3595;131;;4;0;2421;0;103;936;-;106;-;;-;-;;1737;-;-;-;-;-;;-;0;;;;-;-428;-;;-;-;;-302;;-;-;-;-;;-;-177;;;;3.64;3.96;;;0.11;8.33;0.0;0.0;67.34;74.06;2.87;35.15;
